"District","Date","Aanbevolen.door","Aantal.stemmen","Percentage","name"
"Lochem",1894-04-10,"Lib(VT)
               Lib(VT)",1153,42.2809,"dr. C.  Lely"
"Den Helder",1897-06-15,"Lib",1842,35.1192,"dr. C.  Lely"
"Lochem",1897-06-15,"Lib",3886,59.4826,"dr. C.  Lely"
"Den Helder",1897-06-25,"Lib(CHK)",2456,45.7015,"dr. C.  Lely"
"Lochem",1897-08-17,"Lib",3558,90.8812,"dr. C.  Lely"
"Lochem",1901-06-14,"Lib(VL)",2936,49.1792,"dr. C.  Lely"
"Amsterdam IX",1901-06-14,"Lib(VL)",1289,28.6636,"dr. C.  Lely"
"Amsterdam IX",1901-06-27,"Lib(VL/VD/SDAP)",2870,58.2386,"dr. C.  Lely"
"Lochem",1901-06-27,"Lib(VL/VD/SDAP)",3731,60.6963,"dr. C.  Lely"
"Amsterdam II",1905-06-16,"Lib",722,28.7879,"dr. C.  Lely"
"Amsterdam II",1905-06-28,"Lib(VL/VD/SDAP)",1564,53.7457,"dr. C.  Lely"
"Amsterdam II",1909-06-11,"Lib(VL)",806,27.1563,"dr. C.  Lely"
"Utrecht II",1913-06-17,"Lib",1512,19.5906,"dr. C.  Lely"
"Zutphen",1888-03-06,"AR(Ka)",1733,53.6533,"mr. D.  Engelberts"
"Zutphen",1891-06-09,"AR(Ka)",1579,46.1291,"mr. D.  Engelberts"
"Zutphen",1891-06-09,"Ka",46,1.3439,"jhr. T.K.J. van Nispen"
"Doetinchem",1888-03-06,"Ka",1073,32.1739,"mr. J.G.S.  Bevers"
"Bergen op Zoom",1888-03-06,"Ka",549,23.3121,"mr. J.G.S.  Bevers"
"Doetinchem",1888-03-20,"Ka(AR)",1755,53.4409,"mr. J.G.S.  Bevers"
"Doetinchem",1891-06-09,"Ka",1125,32.4675,"mr. J.G.S.  Bevers"
"Doetinchem",1891-06-23,"Ka(AR)",1845,51.5363,"mr. J.G.S.  Bevers"
"Doetinchem",1894-04-10,"Ka(TT)",938,33.5599,"mr. J.G.S.  Bevers"
"Den Haag",1894-05-11,"Ka(TT)",2094,41.5311,"mr. J.G.S.  Bevers"
"Den Haag",1894-05-25,"Ka(TT)",2911,49.8374,"mr. J.G.S.  Bevers"
"Doetinchem",1888-03-06,"NK",95,2.8486,"mr. A.W.  Brandt"
"Doetinchem",1891-06-09,"Lib",1414,40.8081,"mr. H.F.  Hesselink van Suchtelen"
"Doetinchem",1891-06-23,"Lib",1734,48.4358,"mr. H.F.  Hesselink van Suchtelen"
"Doetinchem",1894-04-10,"Lib(VT)",1833,65.5814,"mr. H.F.  Hesselink van Suchtelen"
"Doetinchem",1897-06-15,"Lib",3119,40.4068,"mr. H.F.  Hesselink van Suchtelen"
"Doetinchem",1897-06-25,"Lib(CHK)",3962,50.991,"mr. H.F.  Hesselink van Suchtelen"
"Doetinchem",1901-06-14,"Lib(VL)",2930,37.7772,"mr. H.F.  Hesselink van Suchtelen"
"Lochem",1901-08-13,"Lib",1771,49.9859,"mr. H.F.  Hesselink van Suchtelen"
"Lochem",1901-08-20,"Lib",2495,49.7706,"mr. H.F.  Hesselink van Suchtelen"
"Rheden",1888-03-06,"Lib",651,24.7059,"jhr. E.  Brantsen"
"Rheden",1891-06-09,"Lib",50,3.0175," B.  Cuperus"
"Kampen",1897-06-15,"Lib",1246,28.9498," B.  Cuperus"
"Rheden",1901-06-14,"Lib(VL)",970,25.6546," B.  Cuperus"
"Rheden",1891-06-09,"Lib",42,2.5347,"jhr. A.A.E.J.R.  Brantsen"
"Arnhem",1888-03-06,"Lib",259,9.9006," A.  Moll"
"Amsterdam",1891-06-09,"Am",2754,2.3092,"jhr. H.  Tindal"
"Arnhem",1891-06-09,"AR(Ka)",727,35.2741,"mr. D.R.B. baron van Lynden"
"Elst",1888-03-06,"AR",982,34.6996,"mr. G.W. baron van Dedem"
"Elst",1888-03-20,"AR",1261,50.0993,"mr. G.W. baron van Dedem"
"Elst",1891-06-09,"AR(Ka)",1059,37.0928,"mr. G.W. baron van Dedem"
"Elst",1891-06-23,"AR",1420,55.3822,"mr. G.W. baron van Dedem"
"Elst",1894-04-10,"AR(TT)",464,19.1736,"mr. G.W. baron van Dedem"
"Elst",1891-06-09,"Ka",892,31.2434," M. de Ras"
"Amersfoort",1891-06-09,"Ka",522,24.2565," M. de Ras"
"Elst",1891-06-23,"Ka",1144,44.6178," M. de Ras"
"Maastricht",1897-06-15,"Ka",1785,65.9158," M. de Ras"
"Maastricht",1901-06-14,"Ka",2522,75.509," M. de Ras"
"Elst",1891-06-09,"Lib",883,30.9282," A.D.  Sipman"
"Elst",1894-04-10,"Ka(TT)
               Ka(TT)",1200,49.5868,"mr. W.H.J.T. van Basten van Batenburg"
"Elst",1894-06-12,"Ka(TT)",1389,49.5364,"mr. W.H.J.T. van Basten van Batenburg"
"Elst",1894-06-26,"Ka(TT)",1435,50.3862,"mr. W.H.J.T. van Basten van Batenburg"
"Elst",1897-06-15,"Ka",3486,54.8113,"mr. W.H.J.T. van Basten van Batenburg"
"Elst",1894-04-10,"Lib(VT)
               Lib(VT)",732,30.2479," E.D. de Meester"
"Elst",1894-06-12,"Lib(VT)",1057,37.6961," E.D. de Meester"
"Elst",1894-06-26,"Lib(VT)",1413,49.6138," E.D. de Meester"
"Delft",1891-06-09,"AR(Ka)",1310,48.286,"mr. H.A. van de Velde"
"Loosduinen",1891-06-09,"AR",1006,31.5955,"mr. H.A. van de Velde"
"Delft",1891-06-23,"AR",1459,50.5194,"mr. H.A. van de Velde"
"Loosduinen",1891-06-23,"AR",1351,49.9261,"mr. H.A. van de Velde"
"Loosduinen",1894-04-10,"AR(VT)",945,33.8953,"mr. H.A. van de Velde"
"Delft",1894-04-10,"AR(VT)",682,32.399,"mr. H.A. van de Velde"
"Delft",1894-04-24,"AR(VT)",783,33.9549,"mr. H.A. van de Velde"
"Loosduinen",1894-04-24,"AR(VT)",1475,45.6656,"mr. H.A. van de Velde"
"Delft",1894-05-18,"AR(VT)",195,9.8634,"mr. H.A. van de Velde"
"Elst",1894-06-12,"AR(VT)",263,9.3795,"mr. H.A. van de Velde"
"Delft",1897-06-15,"AR",2042,49.1574,"mr. H.A. van de Velde"
"Delft",1897-06-25,"AR(Ka)",2327,53.0915,"mr. H.A. van de Velde"
"Delft",1901-06-14,"AR(Ka/VA)",2464,58.4163,"mr. H.A. van de Velde"
"Delft",1905-06-16,"AR(Ka/CHP)",3386,56.4616,"mr. H.A. van de Velde"
"Delft",1909-06-11,"AR(Ka/CHU)",3828,64.3794,"mr. H.A. van de Velde"
"Delft",1913-06-17,"AR(Ka/CHU)",4029,57.8962,"mr. H.A. van de Velde"
"Delft",1917-06-15,"AR",NA,NA,"mr. H.A. van de Velde"
"Nijmegen",1888-03-06,"Lib",435,25.6335," J. de Koning"
"Nijmegen",1891-06-09,"Lib",348,26.3238," J. de Koning"
"Nijmegen",1897-06-15,"Lib",1117,28.6778," J. de Koning"
"Nijmegen",1891-06-09,"Ka",960,72.6172," F.T.J.H.  Dobbelman"
"Nijmegen",1894-04-10,"Ka(TT)",781,91.6667," F.T.J.H.  Dobbelman"
"Nijmegen",1897-06-15,"Ka",2778,71.3222," F.T.J.H.  Dobbelman"
"Druten",1894-04-10,"Ka(VT)",346,25.8402," C.T.  Kolfschoten"
"Tiel",1891-06-09,"C",565,24.3639,"mr. M.  Kolff"
"Amsterdam",1888-03-06,"AR(Ka)",4970,3.5455," H.  Waller"
"Wijk bij Duurstede",1891-06-09,"AR",550,19.9348," H.  Waller"
"Beverwijk",1891-06-09,"AR",78,2.6139," H.  Waller"
"Amsterdam",1891-06-09,"AR(Ka)",2385,1.9998," H.  Waller"
"Hilversum",1894-04-10,"AR(VT)",421,15.4439," H.  Waller"
"Wijk bij Duurstede",1894-04-10,"AR(VT)",346,14.5746," H.  Waller"
"Amersfoort",1869-06-08,"AK/DZH",762,46.2098,"mr. J.K. baron van Goltstein"
"Almelo",1869-06-08,"(AH)*",1053,55.4795,"mr. G.M. van der Linden"
"Almelo",1873-06-10,"(AH)*",854,45.6929,"mr. G.M. van der Linden"
"Almelo",1873-06-24,"(AH)*",898,45.7696,"mr. G.M. van der Linden"
"Almelo",1877-06-12,"(AH)*",909,42.2987,"mr. G.M. van der Linden"
"Almelo",1877-06-26,"(AH)*",1038,48.0778,"mr. G.M. van der Linden"
"Dordrecht",1881-06-14,"(AH)*",677,51.4829,"mr. G.M. van der Linden"
"Dordrecht",1884-10-28,"(AH)*",1082,28.1258,"mr. G.M. van der Linden"
"Dordrecht",1886-06-15,"(AH)*",1237,28.5154,"mr. G.M. van der Linden"
"Dordrecht",1869-06-08,"(AH)*",1000,64.9773,"mr. P.  Blussé van Oud-Alblas"
"Gouda",1871-06-13,"(DZH)*",985,58.3877," M.A.F.H.  Hoffman"
"Brielle",1869-06-08,"(DZH)*",255,29.9296,"mr. W.  Wintgens"
"Dordrecht",1869-06-08,"AK/DZH",231,15.0097,"mr. W.  Wintgens"
"Den Haag",1871-06-13,"(DZH)*",779,69.678,"mr. W.  Wintgens"
"Den Haag",1875-06-08,"DZH(AR)",656,85.9764,"mr. W.  Wintgens"
"Den Haag",1879-06-10,"(DT)*",734,62.2561,"mr. W.  Wintgens"
"Den Haag",1883-06-12,"(DT)*",725,51.3093,"mr. W.  Wintgens"
"Den Haag",1884-10-28,"(DT)*",817,23.7224,"mr. W.  Wintgens"
"Den Haag",1884-11-11,"DT(AR)",1113,53.0758,"mr. W.  Wintgens"
"Den Haag",1869-06-08,"(AH)*",495,37.2741,"mr. R.J.C.  Metelerkamp"
"Delft",1869-06-08,"(AH)*",717,37.2081,"mr. R.J.C.  Metelerkamp"
"Delft",1871-06-13,"(AH)*",425,23.7962,"mr. R.J.C.  Metelerkamp"
"Eindhoven",1869-06-08,"DT/DZH",980,92.5401,"mr. J.B.  Bots"
"Arnhem",1875-06-08,"(AH)*",1025,44.2382,"mr. J.H.  Geertsema"
"Arnhem",1875-06-22,"(AH)*",1426,52.2727,"mr. J.H.  Geertsema"
"Zuidhorn",1869-06-08,"(AH)*",331,45.6552,"mr. N.  Olivier"
"Zuidhorn",1869-06-22,"(AH)*",363,54.4228,"mr. N.  Olivier"
"Breukelen",1888-03-06,"Ka",1245,35.7759," S.M. van Wijck"
"Breukelen",1888-03-20,"Ka(AR)",1696,49.5182," S.M. van Wijck"
"Breukelen",1891-06-09,"Ka",1165,34.7865," S.M. van Wijck"
"Breukelen",1891-06-23,"Ka(AR)",1669,48.7442," S.M. van Wijck"
"Wijk bij Duurstede",1894-04-10,"Ka(VT)
               Ka(VT)",962,40.5223," S.M. van Wijck"
"Elst",1901-08-20,"Ka(AR)",3236,73.4953," S.M. van Wijck"
"Ede",1888-03-06,"Lib(NK)",918,38.7997,"mr. C.J.E. graaf van Bylandt"
"Ede",1888-05-15,"Lib",791,38.5666,"mr. C.J.E. graaf van Bylandt"
"Gouda",1894-04-10,"Lib(TT)",972,44.2019,"mr. C.J.E. graaf van Bylandt"
"Gouda",1894-04-24,"Lib(TT)",1236,50.4696,"mr. C.J.E. graaf van Bylandt"
"Gouda",1897-06-15,"VL",1249,27.9106,"mr. C.J.E. graaf van Bylandt"
"Gouda",1897-06-25,"VL(CHK)",2584,50.2919,"mr. C.J.E. graaf van Bylandt"
"Gouda",1901-06-14,"VL(Lib)",1588,32.8167,"mr. C.J.E. graaf van Bylandt"
"Gouda",1901-06-27,"VL(Lib/VD)",2292,45.2875,"mr. C.J.E. graaf van Bylandt"
"Breukelen",1888-03-06,"AR",1076,30.9195," C.M.E. van Löben Sels"
"Ede",1888-05-15,"AR(Ka)",1253,61.0922," C.M.E. van Löben Sels"
"Ede",1891-06-09,"AR",1160,50.4567," C.M.E. van Löben Sels"
"Bodegraven",1894-04-10,"AR(VT)",775,29.648," C.M.E. van Löben Sels"
"Ede",1894-04-10,"AR(VT)
               AR(VT)",725,38.0178," C.M.E. van Löben Sels"
"Bodegraven",1894-04-24,"AR(VT)",1042,46.0858," C.M.E. van Löben Sels"
"Ede",1891-06-09,"Lib",1135,49.3693,"jhr. A.W. van Borssele"
"Ede",1894-04-10,"Lib(TT)
               Lib(TT)",528,27.6875,"jhr. A.W. van Borssele"
"Ede",1897-06-15,"VL",532,11.7673,"jhr. A.W. van Borssele"
"Ede",1894-04-10,"Lib(VT)",331,17.3571," C.J. van Eeghen"
"Amersfoort",1888-03-06,"Lib",821,33.5102,"mr. H.J.H. baron van Boetzelaer van Oosterhout"
"Amersfoort",1888-03-27,"Lib",890,38.1156,"mr. H.J.H. baron van Boetzelaer van Oosterhout"
"Amersfoort",1888-05-16,"Lib",36,2.1016,"mr. H.J.H. baron van Boetzelaer van Oosterhout"
"Amersfoort",1891-06-09,"Lib",709,32.9461,"mr. W.H.J.  Rooijaards"
"Amersfoort",1891-06-23,"Lib",902,40.5029,"mr. W.H.J.  Rooijaards"
"Amersfoort",1894-04-10,"Lib(TT)",1379,63.6364,"mr. F.D. graaf van Schimmelpenninck"
"Amersfoort",1897-06-15,"VA(Ka/CHK)",2682,47.3016,"mr. F.D. graaf van Schimmelpenninck"
"Amersfoort",1897-06-25,"VA",3333,69.135,"mr. F.D. graaf van Schimmelpenninck"
"Amersfoort",1894-04-10,"AR(VT)",773,35.6714," J.H. de Waal Malefijt"
"Utrecht",1894-06-05,"AR(VT)",274,12.4319," J.H. de Waal Malefijt"
"Breukelen",1897-06-15,"AR(Ka)",3441,54.3946," J.H. de Waal Malefijt"
"Breukelen",1901-06-14,"AR(VA)",1765,32.7337," J.H. de Waal Malefijt"
"Gouda",1901-06-14,"AR(Ka)",712,14.7138," J.H. de Waal Malefijt"
"Amsterdam III",1901-06-14,"AR",362,8.5317," J.H. de Waal Malefijt"
"Bodegraven",1901-06-14,"AR",1519,25.1991," J.H. de Waal Malefijt"
"Rotterdam V",1901-06-14,"AR",409,14.889," J.H. de Waal Malefijt"
"Breukelen",1901-06-27,"AR(VA)",3111,56.8947," J.H. de Waal Malefijt"
"Breukelen",1905-06-16,"AR(Ka/CHP)",4248,69.949," J.H. de Waal Malefijt"
"Breukelen",1909-06-11,"AR",NA,NA," J.H. de Waal Malefijt"
"Apeldoorn",1888-03-06,"Lib",799,32.3089," J.D. van de Velde"
"Bodegraven",1888-03-06,"NK",373,10.5726,"mr. O.J.H. graaf van Limburg Stirum"
"Apeldoorn",1888-03-06,"NK",127,5.1355,"mr. O.J.H. graaf van Limburg Stirum"
"Katwijk",1894-04-10,"NC(TT)",1857,58.433,"mr. O.J.H. graaf van Limburg Stirum"
"Schiedam",1894-04-10,"NC(TT)",919,44.895,"mr. O.J.H. graaf van Limburg Stirum"
"Schiedam",1894-04-24,"NC(TT)",1175,52.9995,"mr. O.J.H. graaf van Limburg Stirum"
"Leiden",1897-06-15,"CHK(VA)",196,4.9037,"mr. O.J.H. graaf van Limburg Stirum"
"Schiedam",1897-06-15,"CHK(Ka/VA)",3050,58.1285,"mr. O.J.H. graaf van Limburg Stirum"
"Schiedam",1901-06-14,"VA",1290,29.1065,"mr. O.J.H. graaf van Limburg Stirum"
"Schiedam",1901-06-27,"VA",2215,50.8261,"mr. O.J.H. graaf van Limburg Stirum"
"Schiedam",1905-06-16,"CHP(Ka/AR)",3953,60.7033,"mr. O.J.H. graaf van Limburg Stirum"
"Apeldoorn",1894-04-10,"Lib(VT)
               Lib(VT)",676,34.8813,"jhr.mr. G.W.  Mollerus"
"Apeldoorn",1894-04-10,"AR(VT)",352,18.1631," M.J.  Chevallier"
"Utrecht",1888-03-06,"Lib(NK)",2016,53.7457," A.L.W.  Seijffardt"
"Utrecht II",1897-06-15,"Lib",593,17.3544," A.L.W.  Seijffardt"
"Utrecht",1891-06-09,"Lib",1839,51.5993," H.A. van Beuningen"
"Utrecht",1894-04-10,"Lib(VT)",608,16.7632," H.A. van Beuningen"
"Utrecht",1894-05-15,"Lib(VT)",396,15.821," H.A. van Beuningen"
"Utrecht I",1897-06-15,"Lib",990,21.4611," H.A. van Beuningen"
"Breukelen",1894-04-10,"AR(VT)",728,24.7619," M. van Waart"
"Hilversum",1891-06-09,"Lib",616,24.1285,"dr. W.  Koster"
"Hilversum",1894-04-10,"Lib(VT)",371,13.6097," A.N.J.  Fabius"
"Amsterdam I",1901-06-14,"VD",94,3.4157," A.N.J.  Fabius"
"Lochem",1897-08-17,"AR(Ka)",357,9.1188,"jhr.mr. J.H.J.  Quarles van Ufford"
"Rotterdam III",1901-06-14,"VA",233,9.1408,"jhr.mr. J.H.J.  Quarles van Ufford"
"Hoorn",1891-09-10,"Lib",968,39.4619," P.B.J.  Ferf"
"Hoorn",1894-04-10,"Lib(VT)",1231,92.2789," P.B.J.  Ferf"
"Hoorn",1897-06-15,"Lib",3876,66.7011," P.B.J.  Ferf"
"Hoorn",1901-06-14,"Lib(VL)",2580,58.9445," P.B.J.  Ferf"
"Hoorn",1905-06-16,"Lib",3431,52.9884," P.B.J.  Ferf"
"Hoorn",1909-06-11,"Lib(VL)",2847,41.2968," P.B.J.  Ferf"
"Hoorn",1909-06-23,"Lib(VL/VD/SDAP)",4561,65.5693," P.B.J.  Ferf"
"Enkhuizen",1891-06-09,"Lib",1963,55.91," J.  Zijp"
"Enkhuizen",1894-04-10,"Lib(TT)",1842,61.7706," J.  Zijp"
"Enkhuizen",1897-06-15,"Lib",3528,50.0497," J.  Zijp"
"Enkhuizen",1905-06-16,"AR(Ka/CHP)",4582,49.1684," N.  Sluis"
"Enkhuizen",1905-06-28,"AR(Ka/CHP)",4714,49.4597," N.  Sluis"
"Alkmaar",1888-03-06,"Rad",128,2.9616," W.F.  Stoel"
"Alkmaar",1891-06-09,"Ka(AR)",1313,38.5609," A.  Goede"
"Alkmaar",1891-06-23,"Ka(AR)",1720,40.9621," A.  Goede"
"Alkmaar",1897-06-15,"Lib",2158,33.6924,"mr. E.  Fokker"
"Middelburg",1897-06-15,"Lib",2243,37.6342,"mr. E.  Fokker"
"Alkmaar",1897-06-25,"Lib(CHK)",3795,57.283,"mr. E.  Fokker"
"Middelburg",1897-06-25,"Lib(CHK)",3123,49.8882,"mr. E.  Fokker"
"Alkmaar",1901-06-14,"VD",2590,42.2306,"mr. E.  Fokker"
"Alkmaar",1901-06-27,"VD(VL/SDAP)",3888,57.1849,"mr. E.  Fokker"
"Den Helder",1888-03-06,"Lib",1072,38.7283," S.T.  Land"
"Den Helder",1888-03-20,"Lib",1779,63.9238," S.T.  Land"
"Den Helder",1891-06-09,"Lib",1044,73.6768," S.T.  Land"
"Den Helder",1894-04-10,"Lib(VT)",1021,85.2254," S.T.  Land"
"Den Helder",1888-03-06,"Lib",705,25.4697," D.C.  Loman"
"Den Helder",1894-04-10,"Lib(TT)",77,6.4274,"dr. J.  Timmer"
"Bodegraven",1913-06-17,"SDAP",431,5.4119,"dr. J.  Timmer"
"Den Helder",1897-06-15,"AR",2535,48.3317," A.P.  Staalman"
"Brielle",1897-06-15,"AR",1646,38.5932," A.P.  Staalman"
"Den Helder",1897-06-25,"AR(Ka)",2918,54.2985," A.P.  Staalman"
"Den Helder",1901-06-14,"AR",2683,51.5268," A.P.  Staalman"
"Enkhuizen",1905-06-16,"CD",109,1.1697," A.P.  Staalman"
"Gouda",1905-06-16,"CD",101,1.293," A.P.  Staalman"
"Amersfoort",1905-06-16,"CD",109,1.2799," A.P.  Staalman"
"Beverwijk",1905-06-16,"CD",118,1.1727," A.P.  Staalman"
"Amsterdam III",1905-06-16,"CD",129,1.623," A.P.  Staalman"
"Sneek",1905-06-16,"CD",210,3.4849," A.P.  Staalman"
"Den Helder",1905-08-04,"CD(Ka/AR)",2938,46.2095," A.P.  Staalman"
"Den Helder",1909-06-11,"CD(Ka)",2950,43.1665," A.P.  Staalman"
"Den Helder",1909-06-23,"CD(Ka/AR)",3282,45.7549," A.P.  Staalman"
"Den Helder",1913-06-17,"CD",1220,16.6439," A.P.  Staalman"
"Den Helder",1917-06-15,"CD",2989,48.1243," A.P.  Staalman"
"Den Helder",1897-06-15,"Lib",16,0.3051," J.C.  Jansen"
"Den Haag III",1905-06-16,"Lib",3090,42.7091," J.C.  Jansen"
"Den Haag III",1905-06-28,"Lib(VL/VD)",4608,63.6025," J.C.  Jansen"
"Den Haag III",1909-06-11,"Lib(VL)",4507,59.147," J.C.  Jansen"
"Den Haag III",1913-06-17,"Lib",6380,57.7428," J.C.  Jansen"
"Den Haag III",1917-06-15,"Lib",3803,64.9419," J.C.  Jansen"
"Den Helder",1897-06-15,"AR(VA)",77,1.4681," J.  Korver"
"Rotterdam III",1897-06-15,"Lib",1243,48.2906," J.B.  Verhey"
"Rotterdam III",1897-06-25,"Lib(CHK)",1798,66.0301," J.B.  Verhey"
"Rotterdam III",1905-06-16,"Lib",2093,54.3636," J.B.  Verhey"
"Rotterdam III",1909-06-11,"Lib(VL)",2097,47.283," J.B.  Verhey"
"Rotterdam III",1909-06-23,"Lib(VL/VD/SDAP)",2539,54.6022," J.B.  Verhey"
"Amsterdam",1888-03-06,"Ka(AR)",4944,3.527," E.J.J.  Kuinders"
"Amsterdam",1894-04-10,"Ka(TT)",1741,2.1228," E.J.J.  Kuinders"
"Amsterdam",1888-03-06,"Ka(AR)",4777,3.4079,"mr. L.M.  Povel"
"Amsterdam",1888-03-06,"Ka(AR)",4686,3.3429,"mr. J.F.  Farensbach"
"Amsterdam",1888-03-06,"Ka(AR)",4622,3.2973,"dr. J.A.J. van Nederhasselt"
"Amsterdam",1888-03-06,"Ka(AR)",3018,2.153," P.J.  Raaymakers"
"Amsterdam",1891-06-09,"Ka",1340,1.1236," P.J.  Raaymakers"
"Amsterdam",1888-03-06,"Lib",951,0.6784," J.C. van Schermbeek"
"Amsterdam",1888-03-06,"GV",605,0.4316," J.G.  Sillem"
"Amsterdam",1888-03-06,"Rad",576,0.4109,"mr. W.A.  Paap"
"Amsterdam",1888-03-06,"GV",545,0.3888,"mr. W. baron van Roëll"
"Amsterdam",1888-03-06,"Soc",407,0.2903," P.H.A.  Schröder"
"Amsterdam",1891-06-09,"Am",2385,1.9998,"mr. W.  Heineken"
"Amsterdam",1894-04-10,"Rad(VT)",2460,2.9994,"mr. W.  Heineken"
"Hilversum",1917-06-15,"AG",1066,14.3299,"mr. W.  Heineken"
"Amsterdam I",1917-06-15,"AG",497,30.7169,"mr. W.  Heineken"
"Amsterdam",1891-06-09,"AR(Ka)",2383,1.9981," H.P.C.W.H.J.B. van Son"
"Amsterdam VII",1897-06-15,"CHK",283,11.733," H.P.C.W.H.J.B. van Son"
"Amsterdam V",1897-06-15,"CHK",322,9.1633," H.P.C.W.H.J.B. van Son"
"Amsterdam IV",1897-06-15,"CHK",107,5.4177," H.P.C.W.H.J.B. van Son"
"Amsterdam V",1901-06-14,"CHK",387,7.1746," H.P.C.W.H.J.B. van Son"
"Amsterdam",1891-06-09,"Ka(AR)",2156,1.8078,"mr. L.  Stevens"
"Oostburg",1891-06-09,"Ka",210,7.7008,"mr. L.  Stevens"
"Amsterdam",1891-06-09,"Am",1870,1.568," H.  Muller"
"Amsterdam",1891-06-09,"Am",1403,1.1764," P.  Nolting"
"Amsterdam",1894-04-10,"Rad(VT)",2051,2.5007," P.  Nolting"
"Enkhuizen",1897-06-15,"Rad",98,1.3903," P.  Nolting"
"Amsterdam VIII",1897-06-15,"Rad",459,27.7174," P.  Nolting"
"Delft",1897-06-15,"Rad",243,5.8498," P.  Nolting"
"Amsterdam VIII",1897-06-25,"Rad(Lib)",927,51.9328," P.  Nolting"
"Amsterdam VIII",1901-06-14,"VD",596,31.2533," P.  Nolting"
"Haarlemmermeer",1901-06-14,"VD",365,5.4146," P.  Nolting"
"Amsterdam VIII",1901-06-27,"VD(VL/Lib/SDAP)",1217,53.969," P.  Nolting"
"Amsterdam VIII",1905-06-16,"VD(Lib)",1336,44.6226," P.  Nolting"
"Amsterdam VIII",1905-06-28,"VD(VL/Lib/SDAP)",1858,54.6792," P.  Nolting"
"Amsterdam VIII",1909-06-11,"VD",1231,36.1103," P.  Nolting"
"Amsterdam VIII",1913-06-17,"VD",1410,31.2569," P.  Nolting"
"Amsterdam",1891-06-09,"Ka",1377,1.1546," P.  Sträter"
"Amsterdam",1891-09-10,"Ka",1020,16.7488," P.  Sträter"
"Amsterdam",1891-06-09,"Ka",1233,1.0338,"mr. J.H.  Fahrensbach"
"Amsterdam",1891-06-09,"AKS",414,0.3471," A.  Rot"
"Amsterdam",1891-06-09,"AKS",314,0.2633," A. van Emmenes"
"Amsterdam",1891-06-09,"AKS",295,0.2474," G. van Duivenbode"
"Amsterdam",1891-09-10,"Lib",3322,54.5484," W.K.M.  Vrolik"
"Amsterdam",1894-04-10,"Lib(VT)
               Lib(VT)",4201,5.1222," W.K.M.  Vrolik"
"Amsterdam",1894-04-10,"Ka(TT)",1393,1.6984,"mr. E.P.F.A. van den Bogaert"
"Amsterdam IV",1901-06-14,"Ka(AR)",208,8.6164,"mr. E.P.F.A. van den Bogaert"
"Druten",1905-06-16,"Ka",87,2.1981,"mr. E.P.F.A. van den Bogaert"
"Amsterdam",1894-04-10,"Ka(TT)",1301,1.5863,"mr. H.L.  Lindaal Jacobs"
"Amsterdam",1894-04-10,"AR(VT)",1090,1.329," B.J.  Lindeboom"
"Amsterdam",1894-04-10,"AR(TT)",584,0.7121,"mr. T.  Mackay"
"Amsterdam",1891-06-09,"Ka",1130,0.9475," W.  Koch"
"Amsterdam",1891-06-09,"Am",1052,0.8821," J.  Weelink"
"Haarlem",1891-06-09,"AR",202,10.3378," H. van Blaaderen"
"Haarlem",1897-06-15,"AR(VA)",246,6.3028,"dr. A.E. van Roijen"
"Beverwijk",1888-03-06,"Lib",1454,46.3352,"jhr.mr. J.W.G.  Boreel van Hogelanden"
"Beverwijk",1888-03-20,"Lib",1745,52.2925,"jhr.mr. J.W.G.  Boreel van Hogelanden"
"Beverwijk",1891-06-09,"Lib",778,26.0724,"jhr.mr. J.W.G.  Boreel van Hogelanden"
"Beverwijk",1891-06-23,"Lib",1733,53.2085,"jhr.mr. J.W.G.  Boreel van Hogelanden"
"Hoorn",1897-06-15,"CHK",52,0.8949,"jhr.mr. J.W.G.  Boreel van Hogelanden"
"Beverwijk",1891-06-09,"Rad",688,23.0563," K. de Boer"
"Zaandam",1894-04-10,"Lib(VT)",1533,57.8709," K. de Boer"
"Zaandam",1897-06-15,"Rad",3768,65.9779," K. de Boer"
"Zaandam",1901-06-14,"Lib(VL)",2203,44.5861," K. de Boer"
"Zaandam",1901-06-27,"Lib(VL/Ka/VA)",3025,62.1788," K. de Boer"
"Zaandam",1905-06-16,"Lib(VL)",2609,37.8006," K. de Boer"
"Zaandam",1905-06-28,"Lib(VL/Ka)",4135,59.6595," K. de Boer"
"Beverwijk",1891-06-09,"Ka",618,20.7105," J.J.H.  Kervel"
"Beverwijk",1891-06-09,"C",62,2.0777,"mr. P.N.  Engelberts"
"Schiedam",1891-06-09,"C(Ka)",475,20.8151,"mr. P.N.  Engelberts"
"Oosterhout",1888-03-06,"Ka",2112,93.7833,"mr. T.L.M.H.  Borret"
"Oosterhout",1891-06-09,"Ka",995,39.8798,"mr. T.L.M.H.  Borret"
"Beverwijk",1894-04-10,"Ka(TT)",1261,48.3327,"mr. T.L.M.H.  Borret"
"Beverwijk",1894-04-24,"Ka(TT)",1510,50.0331,"mr. T.L.M.H.  Borret"
"Beverwijk",1897-06-15,"Ka",2905,48.538,"mr. T.L.M.H.  Borret"
"Beverwijk",1897-06-25,"Ka(AR)",3137,49.1462,"mr. T.L.M.H.  Borret"
"Beverwijk",1894-04-10,"Lib(VT)",1043,39.977,"dr. J. van Loenen Martinet"
"Beverwijk",1894-04-24,"Lib(VT)",1507,49.9337,"dr. J. van Loenen Martinet"
