politician,vote,law,date,house,b1_nummer,re,dugobo,fogobo,duprbo,foprbo,dush,fosh,cash,misc,debt,ta11,tl11,nw11,ta0,tl0,nw0,w_deflated,begin_periode,einde_periode,class,date_of_birth,date_of_death,tenure,age_of_death,age_of_entrance,age_of_vote,long_elec_horiz,kiesdistrict,strikes,rk_pct,hervormd_pct,gereformeerd_pct,overig_pct,kiesdistrict_corrected,aandeel_gem,percentage_aangesl,industry_share,services_share,agricul_share,side,kiesgerechtigden,opkomst,turnout,socialistdum,socialistpercentage,truename,aantal_stemmen,ncm,tvs,total,share_re,share_dugobo,share_fogobo,share_duprbo,share_foprbo,share_dush,share_fosh,share_cash,share_misc,share_bonds,share_shares,share_domestic,share_foreign,wealth_timevote
Kolkman,1,Kieswet 1887,1887-03-23,Tweede Kamer,00727,0,3369,157,8068,78377,35969,0,725,7406,-170467.27,135575.17,-170467.27,-34892.1,135575.17,-170467.27,-34892.1,-20889.019444725574,1884-05-06,1924-02-18,confessional,1853-03-09,1924-02-19,1051,25913,11381,12432,13480,Nijmegen,0,77,18.8,1.1,3,NIJMEGEN,0.78278,4.72,0.318521054433413,0.597192742211571,0.0842862033550154,1886-06-15,3161,2205,0.6975640620056944,0,0,M.J.C.M. Kolkman,1647,0.0013972985561248254,0.38355845365626456,134071,0,0.02512847670264263,0.0011710213245220817,0.06017707035824302,0.584593237911256,0.2682832230683742,0,0.005407582549544644,0.05523938808541743,0.6710698062966637,0.2682832230683742,0.3535887701292599,0.585764259235778,-5927.3035578662975
Zaaijer,1,Kieswet 1887,1887-03-23,Tweede Kamer,01591,20000,40209,50190,73619,25071,131422.56,25907,2567,7810,-66009,323905,-6043,317862,323956,-6043,317912,190325.88894654083,1886-07-14,1892-12-12,liberal,1844-12-21,1925-12-21,252,29584,15180,15432,2091,Leeuwarden,0,13.8,65.6,6.9,13.6,LEEUWARDEN,0.90761,5.83,0.231869713874393,0.720172755083678,0.0479575310419291,1886-06-15,3247,2371,0.7302125038497074,0,0,J. Zaaijer,1388,0.15943577687540073,0.2966445821756786,376795.56,0.053079181718595624,0.10671304088615056,0.13320220652281572,0.19538181394706455,0.06653740824334554,0.3487900972081518,0.06875611803918284,0.0068127129735817485,0.02072742046111159,0.5018344695993764,0.41754621524733465,0.650884952041367,0.2684957328053441,47558.591327514776
Cremers,1,Kieswet 1887,1887-03-23,Tweede Kamer,00280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1869-12-13,1891-01-17,liberal,1823-06-15,1896-10-27,6309,26798,16983,23292,1396,Zuidhorn,0,3.2,59,32.2,5.6,ZUIDHORN,0.0583,4.58,NA,NA,NA,1886-06-29,1551,1077,0.6943907156673114,0,0,E.J.J.B. Cremers,675,0.2558139534883721,0.627906976744186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van der Schrieck,0,Kieswet 1887,1887-03-23,Tweede Kamer,01229,0,8602,10229,12665,8320,1,2037,717,1266,-13173.1,43843.44,-13173.1,30670.34,43841.44,-13173.1,30668.34,32858.93569860863,1876-02-22,1896-03-04,confessional,1812-08-23,1896-03-05,4047,30510,23193,27240,3269,'s-Hertogenbosch,0,90.8,6.9,0.7,1.7,'S-HERTOGENBOSCH,0.77536,4.32,0.264478381594605,0.716779055930186,0.0187425624752083,1886-06-15,3416,1661,0.48624121779859486,0,0,P.G.J. van der Schrieck,1420,0.004281345565749235,0.43425076452599387,43837,0,0.19622693158747176,0.23334169765266785,0.28891119374044755,0.18979400962657117,2.281178000319365e-5,0.046467595866505465,0.016356046262289845,0.02887971348404316,0.9082738326071583,0.04649040764650866,0.4851609371079225,0.46960330314574444,23819.470701050937
Smeele,0,Kieswet 1887,1887-03-23,Tweede Kamer,01268,0,0,7728,615,0,0,0,400,321,-3104.32,11115.87,-3104.32,3465.77,5557.93,-1992.11,3565.77,3327.107053626757,1886-07-21,1887-08-16,confessional,1832-04-23,1888-01-05,245,20345,19812,20057,146,Leiden,0,25,61.7,5.7,7.6,LEIDEN,1.18844,4.82,0.346374543557642,0.624644989277227,0.0289804671651307,1886-06-29,3307,3020,0.9132143937103114,0,0,J.P. Smeele,1515,0.030417597525348,0.2603540127169617,9064,0,0,0.852603706972639,0.06785083848190644,0,0,0,0.0441306266548985,0.03541482789055605,0.9204545454545454,0,0.06785083848190644,0.852603706972639,3111.616717194958
Borret,0,Kieswet 1887,1887-03-23,Tweede Kamer,00168,35078,21520,16249,17441,23663,8884,0,800,10794,-835,67210.88,-841.555,66369.325,67531.715,-841.555,66690.16,66690.16,1868-02-25,1888-03-26,confessional,1819-02-13,1900-03-29,6966,29629,17909,24875,369,Tilburg,2,96.8,2.4,0.2,0.6,TILBURG,0.37347,4.98,0.551700062835998,0.387418836835858,0.0608811003281435,1886-06-15,3648,1682,0.4610745614035088,0,0,F.H.H. Borret,1523,0.1230899830220713,0.18469560999272375,134429,0.260940719636388,0.16008450557543388,0.12087421612896027,0.1297413504526553,0.17602600629328494,0.06608693064740495,0,0.005951096861540293,0.0802951744043324,0.5867260784503344,0.06608693064740495,0.35591278667549414,0.2969002224222452,41607.038995641524
Ruland,0,Kieswet 1887,1887-03-23,Tweede Kamer,01143,108608,0,6030,62601,26362,0,61654,497,8076,-1685.33,275920.01,-1685.33,135972.63,137952.96,-1981.95,135971.01,132359.13731122174,1886-03-04,1891-09-14,confessional,1826-11-24,1903-07-04,384,27980,21650,22034,1636,Maastricht,2,95.6,2.4,0.1,1.9,MAASTRICHT,0.70542,4.85,0.259209563308124,0.715784337643328,0.0250060990485484,1886-06-15,2816,2131,0.7567471590909091,0,0,L.F.H.C. Ruland,1694,0.327007299270073,0.4121654501216545,273828,0.39662854054369895,0,0.022021122748586704,0.22861431263420834,0.09627211242093577,0,0.2251559373037089,0.0018150079612019223,0.029492966387659407,0.3469075478037308,0.2251559373037089,0.22861431263420834,0.34344917247323137,65099.65284913867
Vermeulen,0,Kieswet 1887,1887-03-23,Tweede Kamer,01422,17000,0,39440,16185,68331,0,17425,820,5160,-36691.15,164068.92,-36691.15,61344.17,82034.45,-20590.16,61444.29,56002.06306538044,1880-06-29,1901-09-16,confessional,1846-01-11,1913-10-09,2458,24742,12588,15046,5290,Eindhoven,2,97.1,1.9,0.1,0.8,EINDHOVEN,0.13904,4.39,NA,NA,NA,1886-06-15,2886,1804,0.625086625086625,0,0,P.J.F. Vermeulen,615,0.002789295137580098,0.03987938183188843,164361,0.103430862552552,0,0.23995960112192066,0.09847226531841495,0.41573730994579006,0,0.1060166341163658,0.004989018076064273,0.03139430886889225,0.7541691763861257,0.1060166341163658,0.09847226531841495,0.7617135451840765,21120.312580240166
Lambrechts,0,Kieswet 1887,1887-03-23,Tweede Kamer,00778,22830,0,9095.15,13742,2354,4784,1393,1000,470,-1730,50714.27,-1730,48962.47,50692.47,-1780,48962.47,52459.78926068558,1873-09-15,1896-11-24,confessional,1839-10-12,1896-11-25,4937,20864,12392,17329,3534,Roermond,0,98.4,1.1,0,0.4,ROERMOND,0.23105,4.52,0.318028846153846,0.628365384615385,0.0536057692307692,1886-06-15,2432,2178,0.8955592105263158,0,0,H.F. Lambrechts,1730,0.011153358681875792,0.4385297845373891,55668.15,0.4101088324293155,0,0.1633815745628335,0.24685569755775968,0.04228629835911558,0.08593782980034365,0.02502328530766695,0.01796359318569056,0.008442888797274563,0.4525235704797088,0.11096111510801059,0.3327935273581033,0.23069115822961603,35235.6344759705
A. Schimmelpenninck van der Oye,0,Kieswet 1887,1887-03-23,Tweede Kamer,01203,1632056.6,53987,15102,6640,0,343068.4,0,36341,38254,-21784.73,2125454.42,-21784.73,2103669.7,2125510.43,-21784.73,2103725.7,1337351.4351445115,1873-09-15,1888-09-30,confessional,1839-09-30,1918-06-19,4937,28751,12404,17341,557,Goes,0,8.4,74.6,13.8,3.1,GOES,0.17908,5.04,0.291332569683085,0.582283314242077,0.126384116074838,1886-06-29,2926,2542,0.8687628161312372,0,0,A. baron Schimmelpenninck van der Oye,1439,0.0016329863237395388,0.29373341498264954,2125449,0.7678643900653462,0.025400280129045674,0.007105322216623405,0.003124045789854285,0,0.16140984798976593,0,0.01709803434474316,0.01799807946462136,0.03562964813552336,0.16140984798976593,0.1899341739086659,0.007105322216623405,302154.8434577749
Ruys van Beerenbroek,0,Kieswet 1887,1887-03-23,Tweede Kamer,01154,178280,40106,0,15469,0,9771,0,1713,17866,-4433.13,267798.44,-4433.13,263365.39,267798.44,-7433.13,260365.39,155874.1862611754,1880-12-06,1893-10-06,confessional,1842-09-26,1926-02-06,2298,30448,13951,16249,2389,Maastricht,2,95.6,2.4,0.1,1.9,MAASTRICHT,0.70542,4.85,0.259209563308124,0.715784337643328,0.0250060990485484,1886-06-15,2816,2131,0.7567471590909091,0,0,G.L.M.H. Ruijs van Beerenbroek,1779,0.006083178150217256,0.22085661080074487,263205,0.6773427556467392,0.1523755247810642,0,0.05877167986930339,0,0.037123154955263006,0,0.006508235025930359,0.06787864972169981,0.21114720465036757,0.037123154955263006,0.2482703596056306,0,35601.92367971274
Haffmans,0,Kieswet 1887,1887-03-23,Tweede Kamer,00508,0,0,0,326,0,0,0,0,1443.74,-433.35,1769.74,-633.35,1136.39,1769.74,-633.35,1136.39,1217.560713704813,1866-11-24,1896-09-15,confessional,1826-02-20,1896-09-16,7424,25776,14887,22311,3464,Boxmeer,0,NA,NA,NA,NA,BOXMEER,0.04251,3.13,NA,NA,NA,1886-06-15,2986,1618,0.5418620227729404,0,0,J.H.L. Haffmans,1469,0,0.09263463236221466,1769.74,0,0,0,0.18420784974063986,0,0,0,0,0.8157921502593601,0.18420784974063986,0,0.18420784974063986,0,1159.297455122501
Heldt,0,Kieswet 1887,1887-03-23,Tweede Kamer,00553,0,0,0,117,0,0,0,125,1000,-300,1242,-300,942,1242,-300,942,818.1270002310321,1885-11-24,1901-09-16,liberal,1841-09-01,1914-01-13,484,26431,16155,16639,5290,Sneek,2,14.6,58.1,15.9,11.4,SNEEK,0.24409,4.96,0.309283196239718,0.634312573443008,0.0564042303172738,1886-10-19,5015,4093,0.8161515453639083,0,0,B.H. Heldt,2270,0.0134386453390914,0.0644941330227008,1242,0,0,0,0.09420289855072464,0,0,0,0.10064412238325282,0.8051529790660226,0.09420289855072464,0,0.09420289855072464,0,772.877645540855
Keuchenius,0,Kieswet 1887,1887-03-23,Tweede Kamer,00691,0,0,0,0,0,0,0,0,5456.82,-13507,5456.82,-13507,-8049.8,5456.82,-13506.58,-8049.76,-8129.321577144653,1866-08-08,1893-12-16,confessional,1822-10-21,1893-12-17,7532,25990,15997,23529,2460,Amersfoort,2,33.8,51.5,10.5,4.3,AMERSFOORT,0.27181,6.53,0.297297297297297,0.627233791168217,0.0754689115344853,1886-07-20,3650,2516,0.6893150684931507,0,0,L.W.Ch. Keuchenius,1255,0.23663208300079808,0.5007980845969673,5456.82,0,0,0,0,0,0,0,0,1,0,0,0,0,-8129.321577144653
Brouwers,0,Kieswet 1887,1887-03-23,Tweede Kamer,00217,120760,0,21105,16136.53,14982.08,18246.47,0,5465,10081,-102713.83,210560.91,-102713.83,107847.08,208995.44,-104595.12,104400.32,99333.56476792338,1877-11-19,1889-05-14,confessional,1833-08-18,1892-10-26,3411,21619,16164,19575,783,Roermond,0,98.4,1.1,0,0.4,ROERMOND,0.23105,4.52,0.318028846153846,0.628365384615385,0.0536057692307692,1886-06-15,2432,2178,0.8955592105263158,0,0,H.J. Brouwers,1686,0.01927623204218949,0.15330060010911076,206776.08000000002,0.5840133926516065,0,0.10206693153289297,0.07803866868933776,0.07245557609951789,0.0882426535990043,0,0.026429556068574275,0.04875322135906629,0.2525611763217486,0.0882426535990043,0.16628132228834205,0.17452250763241087,77545.58541478746
Corver Hooft,0,Kieswet 1887,1887-03-23,Tweede Kamer,00273,438401,2807,139865,49123,20546,46618,0,8886,23330,-8520,724127.4,-8923.8,715203.6,724127.4,-8923.8,715203.6,678486.4299444731,1875-09-20,1887-08-16,confessional,1821-11-26,1889-03-16,4202,24582,19656,23858,146,Almelo,1,50.9,41.3,4.7,3,ALMELO,NA,3.64,0.441624365482233,0.541355628545835,0.0170200059719319,1886-06-15,2786,2680,0.9619526202440776,0,0,J.R. Corver Hooft,1405,0.005091577681917828,0.04967824057704547,729576,0.6008983299889251,0.0038474401570227092,0.1917072381766944,0.06733088807745868,0.028161562332094256,0.06389738697544875,0,0.012179676963057995,0.031977477329298114,0.29104712874327004,0.06389738697544875,0.13507571520993014,0.21986880050878865,600896.5039425602
Lintelo baron de Geer van Jutphaas,0,Kieswet 1887,1887-03-23,Tweede Kamer,00433,174319,688,2765,14817,0,34911,2718,597,27614,-21315.77,258436.95,-21315.77,237120.18,258574.44,-21454.27,237120.17,230821.4165673274,1884-12-08,1894-03-19,confessional,1816-12-12,1903-08-04,835,31645,24833,25668,2553,Gorinchem,0,6.9,77.7,13.5,1.9,GORINCHEM,0.31912,5.02,0.251008303677343,0.656939501779359,0.0920521945432977,1886-06-15,4088,3211,0.7854696673189824,0,0,B.J. Lintelo baron de Geer van Jutphaas,291,3.816267902006721e-4,0.02156191364633797,258429,0.6745334308456095,0.0026622399188945514,0.010699263627534062,0.05733489662537873,0,0.1350893282100693,0.010517395493539812,0.002310112255203557,0.10685333302377055,0.07069640017180734,0.1456067237036091,0.19508646475434258,0.021216659121073872,120629.93847506492
Reuther,0,Kieswet 1887,1887-03-23,Tweede Kamer,01103,0,0,1291,11155,3661,4857,2358,696,2091,-888.25,26117.21,-888.25,11915.87,13081.1,-1143.73,11938.37,11325.477165741615,1883-06-20,1889-04-26,confessional,1819-05-16,1889-04-27,1372,25549,23411,24783,765,Nijmegen,0,77,18.8,1.1,3,NIJMEGEN,0.78278,4.72,0.318521054433413,0.597192742211571,0.0842862033550154,1886-06-15,3161,2205,0.6975640620056944,0,0,A.E. Reuther,1641,0.264089427107592,0.3821611551001397,26109,0,0,0.04944655099774024,0.42724730935692673,0.1402198475621433,0.18602780650350453,0.09031368493622889,0.026657474434103184,0.08008732620935309,0.6169137079168103,0.2763414914397334,0.6132751158604313,0.2799800834961125,10207.7652315383
Donner,1,Kieswet 1892,1894-03-09,Tweede Kamer,00334,24550,0,4066,16631.85,5040,0,0,42.5,1572,-3659.89,30836.19,-955.89,29614.65,32540.54,-2905.89,29614.65,28827.979771377537,1880-02-20,1901-09-16,confessional,1824-10-18,1903-08-31,5131,28805,20213,25344,2747,Katwijk,0,39,45.5,13.3,2.2,KATWIJK,0.0808,3.65,0.311296534017972,0.255776636713736,0.432926829268293,1891-06-23,4138,3408,0.8235862735621073,0,0,J.H. Donner,1942,0.15252225519287835,0.5762611275964392,51902.35,0.47300363085679165,0,0.07833942008406171,0.3204450280189625,0.09710542971561018,0,0,8.188453894669509e-4,0.030287645935106987,0.4958898778186344,0,0.3204450280189625,0.1754448497996719,19665.240646558756
Van Karnebeek,1,Kieswet 1892,1894-03-09,Tweede Kamer,00676,86000,165228,1742,39296,67612,312097,88077,310,5233,-14505.21,781625.61,-14505.11,767120.4,680372.91,-8078.76,672194.15,402425.6685605275,1891-03-03,1913-09-15,liberal,1836-09-14,1925-10-09,1102,32531,19893,20995,7129,Rotterdam,1,26.9,55.7,7.5,10,ROTTERDAM,5.11721,4.4,0.279048857111906,0.707138988191962,0.0138121546961326,1893-01-03,8394,2277,0.271265189421015,0,0,A.P.C. van Karnebeek,2675,0.004486522768219875,0.04724979687003215,765595,0.1123309321508108,0.2158164564815601,0.0022753544628687492,0.05132739895114258,0.08831301144861187,0.4076528712961814,0.11504385477961586,4.0491382519478313e-4,0.006835206604013872,0.3577322213441833,0.5226967260757972,0.674796726728884,0.20563222069109646,108090.70298036485
Gerritsen,1,Kieswet 1892,1894-03-09,Tweede Kamer,00450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893-02-28,1897-09-20,socialist,1850-02-02,1905-07-05,374,20241,15732,16106,1291,Leeuwarden,0,13.8,65.6,6.9,13.6,LEEUWARDEN,0.90761,5.83,0.231869713874393,0.720172755083678,0.0479575310419291,1893-02-07,3286,2641,0.8037127206329885,0,0,C.V. Gerritsen,1332,0.020298736116430488,0.5101493680582152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E. Smidt,1,Kieswet 1892,1894-03-09,Tweede Kamer,01271,64000,94318,8352,95785,13866,111387,10528,1048,11016,-10314.42,407821.29,-10314.42,197995.34,203910.65,-5915.3,197995.34,118534.81181198757,1893-11-28,1913-09-15,socialist,1858-06-08,1925-11-14,101,24630,12957,13058,7129,Veendam,0,11.1,66.9,12.7,9.2,VEENDAM,0.17284,4.18,0.344819664599127,0.462209970135539,0.192970365265334,1893-11-21,2949,1949,0.660902000678196,0,0,E.A. Smidt,967,0.0010351966873706005,0.5005175983436853,410300,0.15598342676090665,0.2298757007067999,0.020355837192298318,0.23345113331708506,0.033794784304167685,0.27147696807214233,0.025659273702169146,0.0025542286132098466,0.026848647331221057,0.517477455520351,0.29713624177431147,0.7348038020960272,0.07980989519863514,36315.63587735929
Beelaerts van Blokland,1,Kieswet 1892,1894-03-09,Tweede Kamer,00076,115148,419,2,24125,32708.75,122250.25,5070,2650,9572.21,-26009,311945.73,-22440,286116.49,311945.73,-25829.43,286116.44,294911.14163568727,1883-09-17,1897-03-13,confessional,1843-01-12,1897-03-14,3826,19785,14858,18684,1100,Steenwijk,0,5,71.7,15.9,7.4,STEENWIJK,0.09053,4.21,0.365877712031558,0.529092702169625,0.105029585798817,1891-06-09,2864,2456,0.8575418994413407,0,0,G.J.Th. Beelaerts van Blokland,1432,1.8330415215508795e-4,0.009051432616761584,311945.21,0.3691289249160133,0.0013431845932175075,6.411382306527482e-6,0.07733729907248775,0.10485415050931539,0.39189654490928066,0.016252854147047167,0.008495081556148915,0.030685548914182712,0.1835410455573272,0.40814939905632786,0.47057702857498596,0.12111341603866908,253032.89271112956
Haffmans,1,Kieswet 1892,1894-03-09,Tweede Kamer,00508,0,0,0,326,0,0,0,0,1443.74,-433.35,1769.74,-633.35,1136.39,1769.74,-633.35,1136.39,1217.560713704813,1866-11-24,1896-09-15,confessional,1826-02-20,1896-09-16,9967,25776,14887,24854,921,Venlo,0,97,2.2,0,0.8,VENLO,0.16272,4.89,0.327757449032933,0.521519428471859,0.150723122495208,1891-06-09,2450,1656,0.6759183673469388,0,0,J.H.L. Haffmans,1083,7.763071070915654e-5,0.04203702984900827,1769.74,0,0,0,0.18420784974063986,0,0,0,0,0.8157921502593601,0.18420784974063986,0,0.18420784974063986,0,1200.0065939392464
van Beuningen,1,Kieswet 1892,1894-03-09,Tweede Kamer,00107,935050,427976,277213,682859,196897,870406.5,289885,1708,58860,-20528,3745579.94,-20528,1862155.42,1872984.97,-10634.55,1862350.43,1617289.619612752,1891-09-15,1894-03-19,liberal,1841-06-18,1908-02-07,906,24339,18351,19257,10,Utrecht,0,34.7,52.5,5.6,7.2,UTRECHT,2.47185,5.93,0.290613050450228,0.677470087578636,0.0319168619711361,1891-06-09,4365,3595,0.8235967926689576,0,0,H.A. van Beuningen,1839,0.0374767558289229,0.26305249606637104,3740854.5,0.2499562599935389,0.1144059465557936,0.07410419197004321,0.1825409141146762,0.052634231029300926,0.23267584986264503,0.07749165331076095,4.565801743959836e-4,0.015734372988845197,0.42368528366981395,0.31016750317340597,0.5296227105331148,0.2042300763101051,872603.118195957
Lucasse,1,Kieswet 1892,1894-03-09,Tweede Kamer,00849,377863.06,15490,0,19070,0,10985,0,20750,9232,-11454.61,453392.06,-11454.61,219929.79,226696.03,-6766.3,219929.72,131666.37140077702,1888-05-01,1909-09-20,confessional,1852-02-09,1926-03-10,2138,27057,13231,15369,5673,Middelburg,0,11.2,67.8,15,6.1,MIDDELBURG,0.58078,5.36,0.290065050266115,0.649911295091662,0.0600236546422235,1891-06-25,4398,3907,0.8883583447021374,0,0,Ch. Lucasse,1997,0.11564625850340136,0.5225013082155939,453390.06,0.8334171684310856,0.03416484251992644,0,0.04206091328954146,0,0.024228585867100836,0,0.04576633197472393,0.020362157917621748,0.0762257558094679,0.024228585867100836,0.10045434167656873,0,34786.97063277438
Rutgers van Rozenburg,1,Kieswet 1892,1894-03-09,Tweede Kamer,01148,497152,11003,143154,198358,0,145724,0,17285,28227,-2761,936347.255,-3789.985,932557.27,936372.255,-3789.985,932582.27,844663.3662986878,1869-09-21,1897-09-20,liberal,1830-08-10,1902-10-31,8935,26379,14287,23222,1291,Amsterdam,3,22.9,40.2,8.1,28.7,AMSTERDAM,12.03224,6.13,0.298372234843154,0.695784161958947,0.00584360319789845,1891-09-10,22531,6103,0.2708712440637344,0,0,J.W.H. Rutgers van Rozenburg,7172,7.628817452137286e-4,0.058206254007158106,1040903,0.4776160698931601,0.010570629539928312,0.13752866501489572,0.19056338582941926,0,0.13999767509556607,0,0.016605774025053248,0.027117800601977323,0.3386626803842433,0.13999767509556607,0.34113169046491365,0.13752866501489572,601764.4333251617
Bahlmann,1,Kieswet 1892,1894-03-09,Tweede Kamer,00057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1880-12-13,1898-05-12,confessional,1848-08-20,1898-05-13,4834,18163,11803,16637,1525,Tilburg,0,96.8,2.4,0.2,0.6,TILBURG,0.37347,4.98,0.551700062835998,0.387418836835858,0.0608811003281435,1891-06-09,2651,1195,0.4507732930969445,0,0,B.M. Bahlmann,129,1.4425851125216387e-4,0.025620311598384304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rink,1,Kieswet 1892,1894-03-09,Tweede Kamer,01113,18000,15434,921,33059,18724,123553,6779,10582,3407,-2238,224545,-2238,2238,220695,-2238,220457,144618.61899032828,1891-09-15,1922-06-23,liberal,1851-08-13,1941-08-06,906,32865,14643,15549,10332,Arnhem,0,40.9,45.6,3.9,9.6,ARNHEM,2.11668,5.59,0.297175541607613,0.641526624822839,0.0612978335695485,1891-06-09,2792,2077,0.7439111747851003,0,0,P. Rink,1143,0.006662368364496024,0.12282398452611218,230459,0.07810499915386251,0.06697069760781744,0.003996372456705965,0.14344850927930783,0.08124655578649564,0.5361170533587319,0.02941521051466855,0.04591706116923184,0.01478354067317831,0.29566213513032685,0.5655322638734005,0.7465362602458572,0.11465813875787016,20180.813877230154
W.A. Feltz,1,Kieswet 1892,1894-03-09,Tweede Kamer,00400,258705,46919.9,96603.765,148783.135,32028.125,93930.925,4978.15,1073.36,22919.75,-6793.175,703871.52,-4722.585,699148.935,703871.52,-4722.585,699148.935,643709.159667791,1877-12-17,1894-03-19,liberal,1824-03-01,1910-12-02,5926,31686,19649,25575,10,Assen,5,5.2,81.5,8,5.3,ASSEN,0.17645,4.64,0.307319223985891,0.531305114638448,0.161375661375661,1891-06-09,3013,1147,0.3806837039495519,0,0,W.A. baron van der Feltz,781,0.13607058025110283,0.2650152697658636,705942.11,0.36646772636923447,0.06646423174840782,0.13684374912838107,0.21075826600002656,0.045369336304360706,0.13305754631920172,0.007051782192168703,0.001520464617134116,0.03246689732108487,0.4594355831811762,0.14010932851137042,0.41028004406763613,0.18926486762491052,330540.3785821907
Hartogh,1,Kieswet 1892,1894-03-09,Tweede Kamer,00525,100000,17640,36024,65228,63335,187158,186743,375,15108,-352668,665024.14,-355737.92,266032.21,654917.69,-355438.115,299479.575,268197.577832307,1886-07-14,1901-02-12,liberal,1844-12-29,1901-02-13,2795,20499,15172,17967,2531,Amsterdam,3,22.9,40.2,8.1,28.7,AMSTERDAM,12.03224,6.13,0.298372234843154,0.695784161958947,0.00584360319789845,1891-09-10,22531,6103,0.2708712440637344,0,0,A.F.K. Hartogh,7347,9.509143083150304e-4,0.06182626038221706,671611,0.14889571493022002,0.02626520411369081,0.053638192346462464,0.09712169693468392,0.09430310105105486,0.2786702421491012,0.27805232493214077,5.583589309883251e-4,0.022495164611657643,0.27132819444589207,0.556722567081242,0.40205714319747593,0.4259936183296581,192383.43455268082
